f_374_f_683_f_356_f_442_f_458,f_20_f_259_f_241_f_12_f_456,f_308_f_860_f_22_f_411_f_200,f_346_f_679_f_143_f_709_f_397,f_338_f_351_f_582_f_713_f_674,f_3_f_530_f_432_f_19_f_24,f_391_f_299_f_710_f_145_f_750,f_335_f_255_f_285_f_569_f_755,f_697_f_611_f_14_f_146_f_721,f_366_f_13_f_359_f_305_f_243,f_639_f_595_f_390_f_638_f_340,f_406_f_242_f_17_f_861_f_367,f_186_f_592_f_387_f_365_f_700,f_643_f_613_f_418_f_667_f_708,f_614_f_668_f_345_f_574_f_213,f_2_f_634_f_439_f_665_f_300,f_617_f_11_f_495_f_368_f_515,f_656_f_453_f_257_f_153_f_682,f_571_f_261_f_230_f_47_f_187,f_287_f_333_f_358_f_645_f_150,f_528_f_355_f_654_f_1_f_824,f_192_f_688_f_547_f_244_f_702,f_566_f_607_f_430_f_450_f_695,f_452_f_144_f_21_f_776_f_485,f_23_f_618_f_821_f_540_f_612,f_405_f_684_f_549_f_15_f_555,f_185_f_178_f_602_f_484_f_685,f_672_f_749_f_181_f_454_f_336,f_380_f_579_f_601_f_292_f_716,f_392_f_370_f_690_f_673_f_833,f_451_f_570_f_379_f_344_f_27,f_339_f_179_f_372_f_692_f_465,f_659_f_608_f_593_f_459_f_800,f_440_f_384_f_664_f_393_f_487,f_567_f_578_f_435_f_707_f_641,f_516_f_704_f_438_f_830_f_414,f_180_f_552_f_696_f_691_f_46,f_37_f_603_f_564_f_493_f_572,f_663_f_677_f_416_f_447_f_585,f_712_f_545_f_584_f_536_f_363,f_535_f_256_f_714_f_314_f_779,f_341_f_420_f_258_f_628_f_457,f_615_f_520_f_504_f_791_f_193,f_33_f_470_f_660_f_476_f_194,f_646_f_371_f_560_f_597_f_195,f_698_f_576_f_758_f_464_f_229,f_248_f_840_f_694_f_214_f_719,f_16_f_678_f_662_f_386_f_686,f_699_f_523_f_633_f_517_f_630,f_553_f_812_f_298_f_631_f_26,f_580_f_538_f_227_f_216_f_737,f_443_f_680_f_445_f_364_f_839,f_681_f_640_f_499_f_334_f_689,f_293_f_332_f_519_f_518,f_199_f_577_f_422_f_434_f_398,f_637_f_539_f_486_f_250_f_621,f_671_f_711_f_488_f_43_f_347,f_797_f_403_f_581_f_425_f_352,f_294_f_284_f_0_f_10_f_423,f_818_f_556_f_596_f_703_f_129,f_249_f_490_f_506_f_116_f_620,f_353_f_524_f_389_f_30_f_378,f_734_f_376_f_599_f_472_f_394,f_777_f_260_f_610_f_31_f_429,f_693_f_396_f_446_f_661_f_417,f_38_f_449_f_573_f_521_f_738,f_642_f_482_f_377_f_701_f_632,f_349_f_441_f_373_f_407_f_565,f_537_f_687_f_157_f_388_f_551,f_251_f_437_f_152_f_522_f_491,f_462_f_283_f_9_f_342,f_337_f_18_f_636_f_460_f_25,f_375_f_600_f_657_f_558_f_494,f_666_f_546_f_623_f_644_f_507,f_590_f_357_f_619_f_467_f_624,f_412_f_286_f_431_f_362_f_427,f_188_f_399_f_502_f_784_f_605,f_591_f_798_f_706_f_151_f_131,f_594_f_385_f_477_f_206_f_770,f_819_f_498_f_164_f_705_f_845,f_550_f_343_f_419_f_497_f_527,f_658_f_361_f_675_f_436_f_676,f_604_f_160_f_167_f_483_f_513,f_548_f_159_f_473_f_115_f_510,f_655_f_382_f_475_f_301_f_778,f_586_f_767_f_409_f_350_f_568,f_756_f_381_f_262_f_629_f_616,f_542_f_166_f_400_f_532_f_511,f_822_f_541_f_780_f_609_f_509,f_34_f_207_f_625_f_826_f_588,f_735_f_606_f_496_f_543_f_215,f_413_f_132_f_827_f_118_f_408,f_501_f_788_f_799_f_635,f_598_f_725_f_736,f_651_f_652_f_395_f_489_f_471,f_801_f_729_f_813_f_726_f_647,f_503_f_763_f_533_f_650_f_401,f_626_f_455_f_728_f_773_f_428,f_759_f_589_f_514_f_575_f_559,f_563_f_35_f_815_f_554_f_448,f_383_f_831_f_505,f_717_f_752_f_466_f_461_f_722,f_531_f_768_f_803,f_500_f_715_f_789_f_785_f_740,f_544_f_587_f_782,f_761_f_653_f_792_f_526_f_764,f_421_f_805_f_670_f_622_f_771,f_480_f_328_f_330_f_742_f_583,f_508_f_297_f_834,f_820_f_327_f_866,f_202_f_529_f_836,f_474,f_757,se_C0009676,se_C0041657,se_C0002994,se_C0042571,se_C0004604,se_C0041834,se_C0085631,se_C0040822,se_C0042373,se_C0021053
1,0,1,0,1,1,1,1,1,0,1,1,1,2,1,1,1,1,0,1,2,0,1,1,1,0,1,0,1,1,2,0,1,2,0,0,0,0,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,2,0,0,0,1,3,0,0,1,0,0,0,0,0,1,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
0,0,0,0,1,0,0,1,1,0,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,1,0,1,1
1,0,0,1,1,1,2,1,1,1,1,0,1,0,1,0,0,0,0,0,1,0,1,1,2,2,0,0,1,0,2,0,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
1,0,1,3,1,1,1,1,0,1,1,1,1,2,3,1,2,1,0,1,2,1,1,0,1,1,2,0,0,1,2,1,1,2,2,1,1,2,2,1,0,1,1,3,1,1,1,1,0,0,0,1,3,1,1,1,0,1,3,1,2,1,1,0,1,1,1,2,0,0,2,1,0,1,2,1,0,0,1,1,0,0,1,1,2,0,1,1,1,0,1,0,0,0,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,1,0,2,2,1,1,3,1,1,1,0,1,1,2,1,1,1,0,1,2,1,1,2,1,2,2,0,2,1,2,2,1,3,2,2,2,2,2,2,2,2,1,3,2,1,1,1,1,1,0,2,2,1,1,1,0,2,3,2,2,1,2,1,1,1,0,2,0,0,2,1,0,1,1,1,0,1,2,1,0,0,1,1,2,0,1,1,1,0,2,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,0,1,1,1
3,0,0,3,2,1,2,2,1,1,2,0,1,2,3,2,1,0,0,1,2,1,3,1,1,3,1,1,3,1,2,2,1,4,3,2,2,3,2,2,2,1,1,2,2,2,0,1,1,1,0,2,2,1,1,1,1,1,3,2,1,1,2,0,1,2,1,1,0,1,2,1,1,3,1,1,1,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
2,0,1,2,2,1,2,2,1,0,1,1,2,3,3,1,2,0,0,1,4,1,2,0,1,0,1,0,0,1,2,1,1,3,3,1,3,2,3,1,1,1,1,2,1,1,0,1,1,1,0,1,2,1,1,1,0,1,3,1,1,1,1,1,1,1,0,1,0,0,2,1,0,0,2,1,0,1,0,1,0,0,0,1,2,0,1,1,1,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,0,1,2,2,1,2,3,2,0,1,1,2,2,2,1,2,1,0,1,3,1,2,1,1,1,2,0,2,1,2,2,1,4,1,2,2,3,2,2,1,1,1,2,1,1,0,1,0,0,0,2,2,1,1,1,0,1,4,1,1,1,1,0,1,0,0,1,0,0,3,1,0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,1,0
2,0,0,2,2,1,2,2,1,0,3,0,2,3,1,2,2,3,0,1,2,1,2,1,2,2,3,0,2,2,2,2,1,4,2,2,2,3,3,2,1,2,1,2,2,3,0,1,1,0,0,2,2,1,2,1,0,1,4,1,1,1,2,0,1,2,1,1,0,1,3,1,2,1,0,2,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,0,0,1,1,1,1,1,1,1,1,1,1
2,0,0,2,2,2,2,3,2,0,4,0,1,3,2,2,2,0,0,3,2,1,2,1,4,2,2,1,1,2,3,1,1,3,2,1,3,3,3,4,0,3,1,2,1,3,1,1,1,0,0,1,2,1,1,2,0,1,4,1,2,1,2,0,2,3,1,1,0,2,3,3,2,2,1,3,1,1,1,0,1,0,1,2,1,0,0,0,0,0,0,0,1,1,0,2,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
1,1,1,2,1,1,1,2,1,1,2,1,0,0,3,1,1,0,1,0,3,0,0,1,2,1,1,0,1,1,3,2,1,3,3,1,1,2,3,1,0,2,1,3,1,0,0,2,1,0,0,1,2,1,1,1,0,1,3,1,2,1,1,0,1,1,1,2,0,0,2,1,0,1,1,1,0,0,1,1,0,0,1,1,2,0,1,1,1,0,1,0,0,0,1,0,0,1,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,1,0,0,0,0,0,0
3,1,0,3,2,0,2,4,3,0,2,0,3,4,2,1,1,3,0,1,3,1,3,0,2,1,2,0,0,2,2,1,1,4,1,2,2,2,2,2,0,0,1,2,1,0,1,1,0,0,1,0,1,2,1,1,0,1,3,3,2,1,2,0,1,0,0,1,0,0,2,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4,2,1,3,2,1,3,2,3,1,3,1,4,5,2,2,3,4,1,3,3,2,2,0,3,3,2,0,1,2,2,1,1,3,2,2,1,2,3,2,2,3,1,3,1,2,0,2,2,0,1,2,2,2,1,2,0,2,3,1,2,2,3,0,2,2,2,1,0,1,2,1,2,2,3,3,2,0,0,1,0,1,1,2,3,2,1,2,1,0,1,0,0,0,3,0,1,0,0,0,1,0,1,1,0,0,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
1,0,0,1,2,1,3,2,3,0,2,0,2,2,1,1,1,1,0,1,1,0,0,0,1,1,2,0,1,0,2,0,0,1,0,0,0,0,0,1,1,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,0,1
1,0,1,2,1,1,2,1,2,1,1,1,1,2,2,0,2,1,1,1,2,0,1,0,2,3,1,0,0,0,2,0,0,2,1,2,0,0,2,0,0,1,0,1,2,1,0,1,0,0,0,1,0,2,1,1,0,1,3,0,0,1,0,0,1,1,0,2,0,0,2,1,1,1,0,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,0,1,0,1
1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,2,0,1,2,2,0,1,0,2,2,1,1,0,2,2,1,0,1,2,1,0,0,2,0,1,2,0,1,2,1,0,2,0,1,0,2,0,1,1,0,0,1,3,1,1,1,1,0,1,2,0,1,0,0,2,2,1,1,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
1,1,1,2,2,1,2,1,2,1,3,1,2,1,2,1,2,1,1,1,2,1,0,0,2,2,1,1,0,3,2,1,0,1,1,0,2,0,2,0,0,2,0,0,2,1,0,1,0,2,0,3,0,1,0,1,0,1,3,0,0,0,0,0,1,1,0,1,0,0,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,2,2,1,1,1,2,1,1,1,2,1,1,3,1,0,2,1,1,1,2,0,2,0,1,3,1,0,1,0,2,1,1,2,1,2,0,0,2,0,1,2,1,0,2,1,0,1,0,0,0,1,0,1,1,1,0,2,3,0,0,1,0,0,1,1,0,1,0,0,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,1,0
3,1,0,2,3,2,2,2,1,1,3,0,2,3,1,2,2,0,0,2,4,1,2,0,3,2,2,1,0,2,2,2,3,3,1,2,2,2,3,3,0,2,1,3,2,1,1,1,1,0,1,0,1,2,1,1,0,0,3,1,1,2,1,0,1,1,1,1,0,2,2,1,3,1,0,0,1,0,0,0,0,0,1,0,1,1,0,1,0,1,0,0,1,1,0,0,1,0,0,0,1,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,1,0,0,0
1,1,1,3,2,1,3,3,3,1,2,1,2,2,0,1,2,1,1,1,3,1,1,1,2,3,3,0,0,2,3,0,1,2,1,1,0,2,4,2,2,1,1,0,1,1,0,2,1,1,2,1,1,2,0,0,0,2,3,1,1,2,2,0,1,2,1,2,0,2,2,2,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,1,0,1
2,2,1,3,2,1,2,3,3,2,3,1,2,2,1,1,3,2,1,2,3,2,2,1,1,2,3,1,0,1,3,1,2,1,1,1,1,2,4,2,2,3,1,0,2,1,0,1,1,1,2,1,1,2,0,0,0,2,3,1,1,2,2,0,1,2,1,2,0,2,2,2,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
1,3,2,2,2,1,1,1,1,1,3,0,1,2,2,0,1,1,0,2,1,0,1,0,0,3,2,0,0,0,1,0,0,1,2,1,0,1,2,0,1,0,0,1,0,1,1,2,0,0,1,1,1,1,1,2,0,2,3,1,1,2,0,0,1,2,0,1,0,1,2,1,1,1,1,2,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1
2,1,1,2,1,2,1,2,1,0,1,1,1,1,1,1,2,1,0,1,2,1,1,1,1,1,2,1,2,1,2,2,1,3,2,2,2,3,2,2,1,2,1,2,2,1,0,1,1,1,0,2,2,1,1,1,1,2,3,1,1,1,2,0,1,0,0,1,0,0,2,1,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0
2,3,1,3,2,1,4,3,4,1,3,0,3,2,1,2,1,1,0,2,3,1,2,0,2,3,3,1,1,2,4,2,1,3,1,2,2,2,2,3,2,2,1,2,4,1,0,1,1,1,0,1,1,1,1,0,0,2,3,1,1,2,1,0,1,0,0,2,0,0,2,2,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,1,1,0,0
3,4,0,2,3,3,2,3,4,2,4,0,3,3,3,2,3,4,1,2,3,3,3,1,3,4,3,1,0,3,3,3,2,4,4,2,3,3,4,3,1,4,3,4,2,2,0,3,3,0,1,2,3,3,2,2,1,2,3,3,2,3,3,1,2,3,2,4,0,2,2,2,3,3,2,3,3,0,2,1,2,0,1,2,3,1,1,2,1,0,2,0,0,0,3,0,0,1,1,0,0,1,0,0,1,0,1,1,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1
4,3,0,3,3,1,3,2,2,2,3,0,3,3,2,4,3,3,0,3,3,2,3,0,2,3,3,1,1,1,4,2,3,3,2,2,3,3,4,2,1,3,2,2,3,2,0,2,3,0,2,2,1,2,3,3,0,2,3,2,2,3,3,1,2,2,2,2,1,2,2,2,3,2,2,2,1,0,1,0,1,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,0,1,1,0,1
4,2,1,3,3,2,2,3,3,0,4,1,3,4,3,3,4,2,0,3,3,2,4,0,3,3,3,1,1,1,3,2,3,3,3,1,4,3,4,3,1,3,2,2,2,3,0,2,3,0,1,3,2,2,2,4,0,2,3,2,2,2,3,0,2,3,1,2,0,2,2,3,3,0,3,2,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,1
4,2,0,2,3,3,2,3,3,0,4,0,4,4,4,3,2,4,0,4,4,2,2,0,3,5,3,2,1,2,3,3,2,3,3,1,2,4,4,4,2,3,1,3,4,1,0,3,2,1,2,4,2,1,2,2,1,2,4,1,3,1,3,0,2,3,3,3,0,2,3,3,4,3,2,3,2,1,1,1,1,0,1,1,2,0,1,1,2,0,1,0,1,1,2,1,1,1,2,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0
